id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,lotSize,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,bedrooms,bathrooms,squareFootage,yearBuilt,hoa,builder
"2023-Atoka-Dr,-Orlando,-FL-32839","2023 Atoka Dr, Orlando, FL 32839",2023 Atoka Dr,,Orlando,FL,32839,Orange County,28.507718,-81.411531,,,Inactive,30000,,2020-09-15T06:14:52.191Z,2022-08-10T16:03:15.772Z,2020-09-15T06:14:52.191Z,2022-04-27T20:48:45.252Z,695,,,,,,1.0,1.0,552.0,,,
"1956-Lake-Atriums-Cir,-Apt-144,-Orlando,-FL-32839","1956 Lake Atriums Cir, Apt 144, Orlando, FL 32839",1956 Lake Atriums Cir,Apt 144,Orlando,FL,32839,Orange County,28.488925,-81.406184,Condo,,Inactive,95000,,2022-03-12T12:09:38.715Z,2022-08-10T16:01:34.918Z,2022-03-12T12:09:38.715Z,2022-04-27T13:26:34.565Z,152,,,,,,2.0,2.0,864.0,,,
"2414-Lemon-Tree-Ln,-Unit-H,-Orlando,-FL-32839","2414 Lemon Tree Ln, Unit H, Orlando, FL 32839",2414 Lemon Tree Ln,Unit H,Orlando,FL,32839,Orange County,28.49815,-81.409758,Condo,,Inactive,85000,,2021-03-25T08:56:46.391Z,2022-08-10T16:01:34.918Z,2021-03-25T08:56:46.391Z,2022-04-27T13:26:34.555Z,504,,,,,,3.0,2.0,1198.0,,,
"2125-Lyme-Bay-Dr,-Unit-704,-Orlando,-FL-32839","2125 Lyme Bay Dr, Unit 704, Orlando, FL 32839",2125 Lyme Bay Dr,Unit 704,Orlando,FL,32839,Orange County,28.502205,-81.406473,Condo,,Inactive,145000,,2022-03-24T11:36:29.523Z,2022-08-10T16:00:07.249Z,2022-03-24T11:36:29.523Z,2022-04-26T13:59:58.735Z,140,,,,,,2.0,1.5,1164.0,,,
"5526-Pga-Blvd,-Apt-4915,-Orlando,-FL-32839","5526 Pga Blvd, Apt 4915, Orlando, FL 32839",5526 Pga Blvd,Apt 4915,Orlando,FL,32839,Orange County,28.478044,-81.423058,Condo,,Inactive,210000,,2022-03-19T11:03:18.273Z,2022-08-10T15:57:12.944Z,2022-03-19T11:03:18.273Z,2022-04-25T14:08:30.324Z,145,,,,,,2.0,2.0,947.0,,,
"2214-Metropolitan-Way,-Apt-1025,-Orlando,-FL-32839","2214 Metropolitan Way, Apt 1025, Orlando, FL 32839",2214 Metropolitan Way,Apt 1025,Orlando,FL,32839,Orange County,28.492435,-81.4105,Condo,,Inactive,217990,,2021-06-26T14:47:59.362Z,2022-08-10T15:54:21.356Z,2021-06-26T14:47:59.362Z,2022-04-24T13:50:21.976Z,411,,,,,,3.0,3.0,1300.0,,,
"3577-Conroy-Rd,-Apt-325,-Orlando,-FL-32839","3577 Conroy Rd, Apt 325, Orlando, FL 32839",3577 Conroy Rd,Apt 325,Orlando,FL,32839,Orange County,28.488122,-81.421361,Condo,,Inactive,284995,,2022-03-02T12:07:07.586Z,2022-08-10T15:49:46.639Z,2022-03-02T12:07:07.586Z,2022-04-21T15:33:54.699Z,162,,,,,,3.0,2.0,1478.0,,,
"4689-Silvera-Dr,-Orlando,-FL-32839","4689 Silvera Dr, Orlando, FL 32839",4689 Silvera Dr,,Orlando,FL,32839,Orange County,28.492162,-81.381405,Single Family,,Inactive,419000,,2021-11-24T14:54:22.235Z,2022-08-10T15:48:16.861Z,2021-11-24T14:54:22.235Z,2022-04-20T18:33:05.991Z,260,,,,,,4.0,2.0,1812.0,,,
"4614-Alrix-Dr,-Orlando,-FL-32839","4614 Alrix Dr, Orlando, FL 32839",4614 Alrix Dr,,Orlando,FL,32839,Orange County,28.474128,-81.435905,Single Family,,Inactive,300000,,2022-03-17T13:16:25.746Z,2022-08-10T15:46:47.464Z,2022-03-17T13:16:25.746Z,2022-04-20T18:04:13.742Z,147,,,,,,3.0,2.0,1231.0,,,
"1416-39th-St,-Orlando,-FL-32839","1416 39th St, Orlando, FL 32839",1416 39th St,,Orlando,FL,32839,Orange County,28.503293,-81.400122,Single Family,,Inactive,250000,,2021-12-10T13:25:20.633Z,2022-08-10T15:46:47.464Z,2021-12-10T13:25:20.633Z,2022-04-20T17:48:12.210Z,244,,,,,,3.0,2.0,1215.0,,,
"4005-Dolomite-St,-Unit-B,-Orlando,-FL-32839","4005 Dolomite St, Unit B, Orlando, FL 32839",4005 Dolomite St,Unit B,Orlando,FL,32839,Orange County,28.501745,-81.408598,Condo,,Inactive,112500,,2022-03-12T12:35:20.481Z,2022-08-10T15:45:20.384Z,2022-03-12T12:35:20.481Z,2022-04-20T12:03:32.131Z,152,,,,,,3.0,3.0,1509.0,,,
"1505-W-37th-St,-Orlando,-FL-32839","1505 W 37th St, Orlando, FL 32839",1505 W 37th St,,Orlando,FL,32839,Orange County,28.505645,-81.399718,Single Family,,Inactive,265000,,2021-09-09T13:48:41.051Z,2022-08-10T15:43:50.158Z,2021-09-09T13:48:41.051Z,2022-04-19T14:00:01.083Z,336,,,,,,3.0,2.0,1518.0,,,
"2554-Lakeway-Branch-Dr,-Unit-2554,-Orlando,-FL-32839","2554 Lakeway Branch Dr, Unit 2554, Orlando, FL 32839",2554 Lakeway Branch Dr,Unit 2554,Orlando,FL,32839,Orange County,28.499401,-81.411295,Condo,,Inactive,125000,,2022-03-31T08:41:27.552Z,2022-08-10T15:43:50.158Z,2022-03-31T08:41:27.552Z,2022-04-19T12:09:04.228Z,133,,,,,,2.0,2.0,1132.0,,,
"5117-City-St,-Apt-738,-Orlando,-FL-32839","5117 City St, Apt 738, Orlando, FL 32839",5117 City St,Apt 738,Orlando,FL,32839,Orange County,28.492962,-81.414591,Condo,,Inactive,115000,,2022-03-19T09:16:30.871Z,2022-08-10T15:43:50.158Z,2022-03-19T09:16:30.871Z,2022-04-19T11:57:45.136Z,145,,,,,,1.0,1.0,650.0,,,
"2432-Lemon-Tree-Ln,-Unit-B,-Orlando,-FL-32839","2432 Lemon Tree Ln, Unit B, Orlando, FL 32839",2432 Lemon Tree Ln,Unit B,Orlando,FL,32839,Orange County,28.498125,-81.410363,Condo,,Inactive,80000,,2020-09-15T11:18:16.333Z,2022-08-10T15:43:50.158Z,2020-09-15T11:18:16.333Z,2022-04-19T11:27:20.654Z,695,,,,,,2.0,1.0,867.0,,,
"5731-Rockwood-Ave,-Orlando,-FL-32839","5731 Rockwood Ave, Orlando, FL 32839",5731 Rockwood Ave,,Orlando,FL,32839,Orange County,28.475718,-81.380707,Single Family,,Inactive,529900,,2022-03-05T14:10:43.799Z,2022-08-10T15:39:37.180Z,2022-03-05T14:10:43.799Z,2022-04-17T16:44:48.660Z,159,,,,,,3.0,2.0,1925.0,,,
"5125-Picadilly-Circus-Ct,-Unit-3,-Orlando,-FL-32839","5125 Picadilly Circus Ct, Unit 3, Orlando, FL 32839",5125 Picadilly Circus Ct,Unit 3,Orlando,FL,32839,Orange County,28.488333,-81.410818,Apartment,,Inactive,160000,,2022-03-26T12:10:22.962Z,2022-08-10T15:36:42.660Z,2022-03-26T12:10:22.962Z,2022-04-15T11:24:22.612Z,138,,,,,,3.0,2.0,1216.0,,,
"2353-Tom-Jones-St,-Unit-2,-Orlando,-FL-32839","2353 Tom Jones St, Unit 2, Orlando, FL 32839",2353 Tom Jones St,Unit 2,Orlando,FL,32839,Orange County,28.487397,-81.410412,Condo,,Inactive,140000,,2022-01-25T11:10:36.734Z,2022-08-10T15:31:55.010Z,2022-01-25T11:10:36.734Z,2022-04-13T12:38:06.918Z,198,,,,,,3.0,2.5,1405.0,,,
"5810-Shelburn-Ct,-Orlando,-FL-32839","5810 Shelburn Ct, Orlando, FL 32839",5810 Shelburn Ct,,Orlando,FL,32839,Orange County,28.473419,-81.389302,Single Family,,Inactive,300000,,2022-03-09T12:44:49.672Z,2022-08-10T15:29:06.079Z,2022-03-09T12:44:49.672Z,2022-04-12T16:05:26.134Z,155,,,,,,3.0,2.0,1140.0,,,
"1344-38th-St,-Orlando,-FL-32839","1344 38th St, Orlando, FL 32839",1344 38th St,,Orlando,FL,32839,Orange County,28.504221,-81.398593,Single Family,,Inactive,240000,,2022-02-18T12:17:44.884Z,2022-08-10T15:29:06.079Z,2022-02-18T12:17:44.884Z,2022-04-12T15:38:00.772Z,174,,,,,,3.0,2.0,1872.0,,,
"5013-Wellington-Park-Cir,-Unit-77,-Orlando,-FL-32839","5013 Wellington Park Cir, Unit 77, Orlando, FL 32839",5013 Wellington Park Cir,Unit 77,Orlando,FL,32839,Orange County,28.491222,-81.415668,Condo,,Inactive,225000,,2022-03-10T11:01:16.269Z,2022-08-10T15:29:06.079Z,2022-03-10T11:01:16.269Z,2022-04-12T15:37:53.651Z,154,,,,,,2.0,2.0,1314.0,,,
"1948-Lake-Atriums-Cir,-Apt-123,-Orlando,-FL-32839","1948 Lake Atriums Cir, Apt 123, Orlando, FL 32839",1948 Lake Atriums Cir,Apt 123,Orlando,FL,32839,Lake County,28.489223,-81.406636,Condo,,Inactive,149900,,2022-02-28T10:05:24.545Z,2022-08-10T15:27:40.523Z,2022-02-28T10:05:24.545Z,2022-04-11T16:15:47.979Z,164,,,,,,2.0,2.0,864.0,,,
"4040-Castlegate-Dr,-Orlando,-FL-32839","4040 Castlegate Dr, Orlando, FL 32839",4040 Castlegate Dr,,Orlando,FL,32839,Orange County,28.477474,-81.428125,Single Family,,Inactive,280000,,2022-02-04T12:24:15.507Z,2022-08-10T15:23:22.623Z,2022-02-04T12:24:15.507Z,2022-04-08T13:48:47.461Z,188,,,,,,3.0,2.0,1020.0,,,
"1740-36th-St,-Orlando,-FL-32839","1740 36th St, Orlando, FL 32839",1740 36th St,,Orlando,FL,32839,Orange County,28.50615,-81.404689,Single Family,,Inactive,229999,,2022-03-08T12:43:36.235Z,2022-08-10T15:23:22.623Z,2022-03-08T12:43:36.235Z,2022-04-08T13:26:57.979Z,156,,,,,,3.0,1.0,950.0,,,
"3410-S-Nashville-Ave,-Orlando,-FL-32839","3410 S Nashville Ave, Orlando, FL 32839",3410 S Nashville Ave,,Orlando,FL,32839,Orange County,28.507928,-81.399313,Single Family,,Inactive,219870,,2021-11-20T11:53:27.603Z,2022-08-10T15:19:59.888Z,2021-11-20T11:53:27.603Z,2022-04-07T11:40:13.640Z,264,,,,,,2.0,1.0,910.0,,,
"3526-Manitou-Dr,-Orlando,-FL-32839","3526 Manitou Dr, Orlando, FL 32839",3526 Manitou Dr,,Orlando,FL,32839,Orange County,28.505453,-81.413306,,,Inactive,45900,,2022-03-06T05:00:07.917Z,2022-08-10T15:18:29.406Z,2022-03-06T05:00:07.917Z,2022-04-07T06:38:49.228Z,158,,,,,,3.0,2.0,1440.0,,,
"2370-Grand-Central-Pkwy,-Apt-10,-Orlando,-FL-32839","2370 Grand Central Pkwy, Apt 10, Orlando, FL 32839",2370 Grand Central Pkwy,Apt 10,Orlando,FL,32839,Orange County,28.489568,-81.412246,Condo,,Inactive,269900,,2022-01-29T12:50:49.140Z,2022-08-10T15:14:05.116Z,2022-01-29T12:50:49.140Z,2022-04-05T13:29:10.068Z,194,,,,,,3.0,2.0,1457.0,,,
"2514-Grand-Central-Pkwy,-Apt-5,-Orlando,-FL-32839","2514 Grand Central Pkwy, Apt 5, Orlando, FL 32839",2514 Grand Central Pkwy,Apt 5,Orlando,FL,32839,Orange County,28.49089,-81.413674,Condo,,Inactive,255000,,2022-03-25T11:35:03.235Z,2022-08-10T15:14:05.116Z,2022-03-25T11:35:03.235Z,2022-04-05T13:12:42.818Z,139,,,,,,3.0,2.0,1457.0,,,
"4538-Ligustrum-Way,-Orlando,-FL-32839","4538 Ligustrum Way, Orlando, FL 32839",4538 Ligustrum Way,,Orlando,FL,32839,Orange County,28.476413,-81.435248,Single Family,,Inactive,239900,,2021-10-05T12:29:34.955Z,2022-08-10T15:14:05.116Z,2021-10-05T12:29:34.955Z,2022-04-05T12:48:34.837Z,310,,,,,,3.0,2.0,1086.0,,,
"5452-Coral-Way,-Orlando,-FL-32839","5452 Coral Way, Orlando, FL 32839",5452 Coral Way,,Orlando,FL,32839,Orange County,28.479192,-81.414371,Single Family,,Inactive,450000,,2022-03-11T14:10:00.020Z,2022-08-10T15:12:38.039Z,2022-03-11T14:10:00.020Z,2022-04-04T14:25:37.953Z,153,,,,,,3.0,2.0,2924.0,,,
"2337-Tom-Jones-St,-Orlando,-FL-32839","2337 Tom Jones St, Orlando, FL 32839",2337 Tom Jones St,,Orlando,FL,32839,Orange County,28.487394,-81.410175,Condo,,Inactive,214000,,2022-02-04T10:01:46.764Z,2022-08-10T15:10:56.536Z,2022-02-04T10:01:46.764Z,2022-04-04T10:17:35.818Z,188,,,,,,3.0,3.0,1405.0,,,
"4342-Aqua-Vista-Dr,-Unit-E,-Orlando,-FL-32839","4342 Aqua Vista Dr, Unit E, Orlando, FL 32839",4342 Aqua Vista Dr,Unit E,Orlando,FL,32839,Orange County,28.499085,-81.41347,Condo,,Inactive,90000,,2022-03-09T10:09:45.378Z,2022-08-10T15:08:07.100Z,2022-03-09T10:09:45.378Z,2022-04-02T09:34:52.745Z,155,,,,,,3.0,2.0,1198.0,,,
"1419-35th-St,-Orlando,-FL-32839","1419 35th St, Orlando, FL 32839",1419 35th St,,Orlando,FL,32839,Orange County,28.50744,-81.400671,Single Family,,Inactive,309900,,2021-11-18T13:55:02.802Z,2022-08-10T15:08:07.100Z,2021-11-18T13:55:02.802Z,2022-04-01T13:47:23.995Z,266,,,,,,4.0,3.0,2219.0,,,
"2334-Grand-Central-Pkwy,-Apt-10,-Orlando,-FL-32839","2334 Grand Central Pkwy, Apt 10, Orlando, FL 32839",2334 Grand Central Pkwy,Apt 10,Orlando,FL,32839,Orange County,28.489335,-81.412845,Condo,,Inactive,259000,,2022-02-11T12:45:39.582Z,2022-08-10T15:08:07.100Z,2022-02-11T12:45:39.582Z,2022-04-01T13:13:34.951Z,181,,,,,,2.0,2.5,1264.0,,,
"5408-Oak-Terrace-Dr,-Orlando,-FL-32839","5408 Oak Terrace Dr, Orlando, FL 32839",5408 Oak Terrace Dr,,Orlando,FL,32839,Orange County,28.485884,-81.390422,Single Family,,Inactive,739000,,2021-06-16T16:28:51.946Z,2022-08-10T15:03:31.655Z,2021-06-16T16:28:51.946Z,2022-03-31T14:32:50.148Z,420,,,,,,4.0,4.0,4081.0,,,
"2636-Lemon-Tree-Ln,-Unit-2636,-Orlando,-FL-32839","2636 Lemon Tree Ln, Unit 2636, Orlando, FL 32839",2636 Lemon Tree Ln,Unit 2636,Orlando,FL,32839,Orange County,28.498116,-81.412573,Condo,,Inactive,65000,,2021-02-05T10:09:15.086Z,2022-08-10T15:00:38.011Z,2021-02-05T10:09:15.086Z,2022-03-31T07:10:13.871Z,552,,,,,,1.0,1.0,642.0,,,
"3979-Cesare-St,-Orlando,-FL-32839","3979 Cesare St, Orlando, FL 32839",3979 Cesare St,,Orlando,FL,32839,Orange County,28.493783,-81.425728,Condo,,Inactive,385000,,2022-02-23T13:35:35.522Z,2022-08-10T14:57:43.634Z,2022-02-23T13:35:35.522Z,2022-03-29T13:21:36.522Z,169,,,,,,3.0,2.5,1671.0,,,
"4618-Tamworth-Ct,-Orlando,-FL-32839","4618 Tamworth Ct, Orlando, FL 32839",4618 Tamworth Ct,,Orlando,FL,32839,Orange County,28.495301,-81.384131,Single Family,,Inactive,345000,,2022-03-24T13:31:16.967Z,2022-08-10T14:54:42.136Z,2022-03-24T13:31:16.967Z,2022-03-28T14:09:31.575Z,140,,,,,,3.0,2.0,1297.0,,,
"5167-Creusot-Ct,-Orlando,-FL-32839","5167 Creusot Ct, Orlando, FL 32839",5167 Creusot Ct,,Orlando,FL,32839,Orange County,28.484391,-81.377608,Single Family,,Inactive,489000,,2021-08-12T19:58:33.582Z,2022-08-09T21:38:30.412Z,2021-08-12T19:58:33.582Z,2022-03-24T14:12:18.066Z,363,,,,,,4.0,2.5,2180.0,,,
"5722-Wingate-Dr,-Orlando,-FL-32839","5722 Wingate Dr, Orlando, FL 32839",5722 Wingate Dr,,Orlando,FL,32839,Orange County,28.475542,-81.424597,Single Family,,Inactive,250000,,2022-02-02T11:40:49.104Z,2022-08-09T21:37:07.702Z,2022-02-02T11:40:49.104Z,2022-03-24T13:25:33.660Z,189,,,,,,4.0,2.0,1434.0,,,
"4258-Green-Pocket-Ln,-Unit-D,-Orlando,-FL-32839","4258 Green Pocket Ln, Unit D, Orlando, FL 32839",4258 Green Pocket Ln,Unit D,Orlando,FL,32839,Orange County,28.500678,-81.412121,Land,,Inactive,30000,,2020-12-06T06:40:46.882Z,2022-08-09T21:33:59.137Z,2020-12-06T06:40:46.882Z,2022-03-23T06:02:02.139Z,612,,,,,,,,,,,
"3628-Iditarod-Ln,-Orlando,-FL-32839","3628 Iditarod Ln, Orlando, FL 32839",3628 Iditarod Ln,,Orlando,FL,32839,Orange County,28.490702,-81.420612,Condo,,Inactive,329900,,2022-02-18T13:00:38.781Z,2022-08-09T21:32:35.253Z,2022-02-18T13:00:38.781Z,2022-03-22T12:41:38.834Z,173,,,,,,3.0,2.5,1570.0,,,
"4713-S-Texas-Ave,-Unit-4713C,-Orlando,-FL-32839","4713 S Texas Ave, Unit 4713C, Orlando, FL 32839",4713 S Texas Ave,Unit 4713C,Orlando,FL,32839,Orange County,28.49253,-81.408196,Condo,,Inactive,118000,,2021-06-16T09:20:58.972Z,2022-08-09T21:31:06.670Z,2021-06-16T09:20:58.972Z,2022-03-22T08:45:52.941Z,420,,,,,,2.0,2.0,976.0,,,
"4606-Green-Glen-Ct,-Edgewood,-FL-32839","4606 Green Glen Ct, Edgewood, FL 32839",4606 Green Glen Ct,,Edgewood,FL,32839,Orange County,28.493577,-81.383242,Land,,Inactive,90000,,2022-02-01T09:03:46.452Z,2022-08-09T21:28:20.541Z,2022-02-01T09:03:46.452Z,2022-03-21T08:31:25.883Z,190,,,,,,,,,,,
"4628-S-Shore-Rd,-Orlando,-FL-32839","4628 S Shore Rd, Orlando, FL 32839",4628 S Shore Rd,,Orlando,FL,32839,Orange County,28.495937,-81.391719,Single Family,,Inactive,299000,,2022-02-19T12:02:00.952Z,2022-08-09T21:26:56.188Z,2022-02-19T12:02:00.952Z,2022-03-19T13:00:36.151Z,172,,,,,,3.0,2.0,1120.0,,,
"4013-Seabridge-Dr,-Orlando,-FL-32839","4013 Seabridge Dr, Orlando, FL 32839",4013 Seabridge Dr,,Orlando,FL,32839,Orange County,28.477208,-81.426596,Single Family,,Inactive,295000,,2021-10-15T13:41:14.457Z,2022-08-09T21:26:56.188Z,2021-10-15T13:41:14.457Z,2022-03-19T13:00:36.149Z,299,,,,,,3.0,2.0,1507.0,,,
"3555-Conroy-Rd,-Apt-1322,-Orlando,-FL-32839","3555 Conroy Rd, Apt 1322, Orlando, FL 32839",3555 Conroy Rd,Apt 1322,Orlando,FL,32839,Orange County,28.48731,-81.422035,Condo,,Inactive,237900,,2022-03-18T12:53:14.225Z,2022-08-09T21:26:56.188Z,2022-03-18T12:53:14.225Z,2022-03-19T12:30:54.284Z,145,,,,,,2.0,2.0,1091.0,,,
"3567-Conroy-Rd,-Apt-1232,-Orlando,-FL-32839","3567 Conroy Rd, Apt 1232, Orlando, FL 32839",3567 Conroy Rd,Apt 1232,Orlando,FL,32839,Orange County,28.487729,-81.422049,Condo,,Inactive,237500,,2021-10-16T12:43:06.347Z,2022-08-09T21:21:06.180Z,2021-10-16T12:43:06.347Z,2022-03-16T12:04:06.506Z,298,,,,,,2.0,2.0,1091.0,,,
"3726-Palm-Desert-Ln,-Apt-5236,-Orlando,-FL-32839","3726 Palm Desert Ln, Apt 5236, Orlando, FL 32839",3726 Palm Desert Ln,Apt 5236,Orlando,FL,32839,Orange County,28.477953,-81.420998,Condo,,Inactive,109900,,2022-02-11T10:07:12.127Z,2022-08-09T21:16:35.175Z,2022-02-11T10:07:12.127Z,2022-03-15T09:28:51.267Z,180,,,,,,1.0,1.0,768.0,,,
"4697-Silvera-Dr,-Edgewood,-FL-32839","4697 Silvera Dr, Edgewood, FL 32839",4697 Silvera Dr,,Edgewood,FL,32839,Orange County,28.491675,-81.381401,Single Family,,Inactive,359000,,2022-01-15T13:34:03.647Z,2022-08-09T21:16:35.175Z,2022-01-15T13:34:03.647Z,2022-03-14T13:30:46.416Z,207,,,,,,3.0,2.0,1911.0,,,
"5064-Park-Central-Dr,-Unit-217,-Orlando,-FL-32839","5064 Park Central Dr, Unit 217, Orlando, FL 32839",5064 Park Central Dr,Unit 217,Orlando,FL,32839,Orange County,28.49381,-81.410208,Condo,,Inactive,150000,,2022-03-12T12:51:45.430Z,2022-08-09T21:13:34.868Z,2022-03-12T12:51:45.430Z,2022-03-12T12:51:45.430Z,151,,,,,,2.0,2.0,874.0,,,
"4628-Julie-Ln,-Orlando,-FL-32839","4628 Julie Ln, Orlando, FL 32839",4628 Julie Ln,,Orlando,FL,32839,Orange County,28.475235,-81.4362,Single Family,,Inactive,314990,,2021-09-08T14:51:30.689Z,2022-08-09T21:12:08.427Z,2021-09-08T14:51:30.689Z,2022-03-11T13:13:02.290Z,336,,,,,,4.0,2.5,1325.0,,,
"1432-W-Holden-Ave,-Unit-C7,-Orlando,-FL-32839","1432 W Holden Ave, Unit C7, Orlando, FL 32839",1432 W Holden Ave,Unit C7,Orlando,FL,32839,Orange County,28.493714,-81.40067,Condo,,Inactive,120000,,2021-12-10T10:12:08.210Z,2022-08-09T21:10:36.303Z,2021-12-10T10:12:08.210Z,2022-03-11T09:00:20.778Z,243,,,,,,2.0,2.0,970.0,,,
"5016-Matteo-Trl,-Orlando,-FL-32839","5016 Matteo Trl, Orlando, FL 32839",5016 Matteo Trl,,Orlando,FL,32839,Orange County,28.49058,-81.424453,Condo,,Inactive,365000,,2022-01-26T13:43:44.477Z,2022-08-09T21:04:09.789Z,2022-01-26T13:43:44.477Z,2022-03-08T13:25:17.419Z,196,,,,,,3.0,2.5,1738.0,,,
"3971-Queen-Anne-Dr,-Orlando,-FL-32839","3971 Queen Anne Dr, Orlando, FL 32839",3971 Queen Anne Dr,,Orlando,FL,32839,Orange County,28.47941,-81.424315,Single Family,,Inactive,300000,,2022-02-02T12:17:46.022Z,2022-08-09T21:04:09.789Z,2022-02-02T12:17:46.022Z,2022-03-08T13:15:34.463Z,189,,,,,,3.0,2.0,1356.0,,,
"2225-Holden-Ave,-Apt-109,-Orlando,-FL-32839","2225 Holden Ave, Apt 109, Orlando, FL 32839",2225 Holden Ave,Apt 109,Orlando,FL,32839,Orange County,28.494655,-81.4081,Condo,,Inactive,160000,,2020-09-15T21:10:02.825Z,2022-08-09T21:01:03.071Z,2020-09-15T21:10:02.825Z,2022-03-07T11:09:03.926Z,693,,,,,,2.0,2.0,1309.0,,,
"4804-Lake-Milly-Dr,-Edgewood,-FL-32839","4804 Lake Milly Dr, Edgewood, FL 32839",4804 Lake Milly Dr,,Edgewood,FL,32839,Orange County,28.493869,-81.386296,Single Family,,Inactive,484000,,2021-10-27T15:04:08.629Z,2022-08-09T20:58:06.175Z,2021-10-27T15:04:08.629Z,2022-03-05T14:07:50.012Z,287,,,,,,4.0,3.0,2617.0,,,
"216-Spencer-St,-Orlando,-FL-32839","216 Spencer St, Orlando, FL 32839",216 Spencer St,,Orlando,FL,32839,Orange County,28.501578,-81.381158,Single Family,,Inactive,395000,,2022-01-29T13:36:17.899Z,2022-08-09T20:56:41.334Z,2022-01-29T13:36:17.899Z,2022-03-04T13:32:13.492Z,193,,,,,,4.0,2.0,2217.0,,,
"5405-Brereton-Ave,-Orlando,-FL-32839","5405 Brereton Ave, Orlando, FL 32839",5405 Brereton Ave,,Orlando,FL,32839,Orange County,28.4809,-81.377104,Single Family,,Inactive,289000,,2022-01-24T12:55:13.308Z,2022-08-09T20:53:45.817Z,2022-01-24T12:55:13.308Z,2022-03-03T12:45:10.347Z,198,,,,,,3.0,1.5,1200.0,,,
"2552-Citrus-Club-Ln,-Unit-104,-Orlando,-FL-32839","2552 Citrus Club Ln, Unit 104, Orlando, FL 32839",2552 Citrus Club Ln,Unit 104,Orlando,FL,32839,Orange County,28.498555,-81.411548,Condo,,Inactive,99500,,2022-02-04T07:20:29.736Z,2022-08-09T20:50:32.947Z,2022-02-04T07:20:29.736Z,2022-03-02T09:14:17.015Z,187,,,,,,2.0,2.0,1127.0,,,
"1001-Lake-Jessamine-Dr,-Orlando,-FL-32839","1001 Lake Jessamine Dr, Orlando, FL 32839",1001 Lake Jessamine Dr,,Orlando,FL,32839,Orange County,28.479278,-81.392736,Single Family,,Inactive,230000,,2022-01-14T13:02:14.972Z,2022-08-09T20:44:48.750Z,2022-01-14T13:02:14.972Z,2022-02-28T11:47:20.984Z,208,,,,,,3.0,1.0,1050.0,,,
"2405-Barkwater-Dr,-Unit-E,-Orlando,-FL-32839","2405 Barkwater Dr, Unit E, Orlando, FL 32839",2405 Barkwater Dr,Unit E,Orlando,FL,32839,Orange County,28.503574,-81.408874,Land,,Inactive,10000,,2022-02-15T07:37:30.193Z,2022-08-09T20:42:00.821Z,2022-02-15T07:37:30.193Z,2022-02-28T05:32:25.084Z,176,,,,,,,,,,,
"1972-Lake-Atriums-Cir,-Apt-184,-Orlando,-FL-32839","1972 Lake Atriums Cir, Apt 184, Orlando, FL 32839",1972 Lake Atriums Cir,Apt 184,Orlando,FL,32839,Orange County,28.489331,-81.405735,Condo,,Inactive,100000,,2022-01-20T08:25:34.427Z,2022-08-09T20:40:38.890Z,2022-01-20T08:25:34.427Z,2022-02-26T08:08:42.359Z,202,,,,,,1.0,1.0,526.0,,,
"2460-Grand-Central-Pkwy,-Apt-7,-Orlando,-FL-32839","2460 Grand Central Pkwy, Apt 7, Orlando, FL 32839",2460 Grand Central Pkwy,Apt 7,Orlando,FL,32839,Orange County,28.490745,-81.413251,Condo,,Inactive,255000,,2021-09-18T13:50:32.323Z,2022-08-09T20:37:53.304Z,2021-09-18T13:50:32.323Z,2022-02-24T12:16:43.626Z,326,,,,,,3.0,2.0,1465.0,,,
"1836-Warringwood-Dr,-Unit-B,-Orlando,-FL-32839","1836 Warringwood Dr, Unit B, Orlando, FL 32839",1836 Warringwood Dr,Unit B,Orlando,FL,32839,Orange County,28.501551,-81.409597,Condo,,Inactive,89990,,2020-09-15T16:30:11.054Z,2022-08-09T20:36:27.269Z,2020-09-15T16:30:11.054Z,2022-02-24T08:06:56.232Z,694,,,,,,2.0,2.5,1211.0,,,
"5637-Pendleton-Dr,-Orlando,-FL-32839","5637 Pendleton Dr, Orlando, FL 32839",5637 Pendleton Dr,,Orlando,FL,32839,Orange County,28.480706,-81.414068,Single Family,,Inactive,324900,,2022-02-03T12:50:23.416Z,2022-08-09T20:34:47.404Z,2022-02-03T12:50:23.416Z,2022-02-23T13:24:39.843Z,188,,,,,,3.0,2.0,1481.0,,,
"5143-Creusot-Ct,-Orlando,-FL-32839","5143 Creusot Ct, Orlando, FL 32839",5143 Creusot Ct,,Orlando,FL,32839,Orange County,28.483873,-81.377008,Single Family,,Inactive,409000,,2021-12-22T14:00:29.188Z,2022-08-09T20:33:18.296Z,2021-12-22T14:00:29.188Z,2022-02-22T13:46:55.247Z,231,,,,,,3.0,2.0,2157.0,,,
"207-E-Lake-Mary-Dr,-Orlando,-FL-32839","207 E Lake Mary Dr, Orlando, FL 32839",207 E Lake Mary Dr,,Orlando,FL,32839,Orange County,28.476101,-81.373599,Single Family,,Inactive,304000,,2021-08-12T19:19:01.129Z,2022-08-09T20:31:53.537Z,2021-08-12T19:19:01.129Z,2022-02-22T11:34:39.452Z,363,,,,,,3.0,2.0,1638.0,,,
