id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,yearBuilt,bedrooms,bathrooms,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"5323-Wendalees-Ct,-Orlando,-FL-32812","5323 Wendalees Ct, Orlando, FL 32812",5323 Wendalees Ct,,Orlando,FL,32812,Orange,28.47746,-81.317934,,,,,,,,,,,,,,,,
"5263-Kailua-Ln,-Orlando,-FL-32812","5263 Kailua Ln, Orlando, FL 32812",5263 Kailua Ln,,Orlando,FL,32812,Orange,28.478487,-81.317445,,,,,,,,,,,,,,,,
"5330-Kailua-Ln,-Orlando,-FL-32812","5330 Kailua Ln, Orlando, FL 32812",5330 Kailua Ln,,Orlando,FL,32812,Orange,28.477527,-81.317645,,,,,,,,,,,,,,,,
"5252-Maui-Ln,-Orlando,-FL-32812","5252 Maui Ln, Orlando, FL 32812",5252 Maui Ln,,Orlando,FL,32812,Orange,28.478951,-81.316715,,,,,,,,,,,,,,,,
"5229-Maui-Ln,-Orlando,-FL-32812","5229 Maui Ln, Orlando, FL 32812",5229 Maui Ln,,Orlando,FL,32812,Orange,28.479581,-81.31649,,,,,,,,,,,,,,,,
"4626-Hollyberry-Dr,-Orlando,-FL-32812","4626 Hollyberry Dr, Orlando, FL 32812",4626 Hollyberry Dr,,Orlando,FL,32812,Orange,28.486893,-81.311812,Single Family,1964.0,3.0,1.0,1104.0,8695.0,16-23-30-1640-04-250,CONWAY ACRES THIRD ADDITION Z/47 LOT 25 BLK D,CONWAY ACRES 3RD ADD,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 179994}, '2023': {'year': 2023, 'value': 185394}, '2024': {'year': 2024, 'value': 191956}}","{'2022': {'year': 2022, 'total': 2478}, '2023': {'year': 2023, 'total': 2584}, '2024': {'year': 2024, 'total': 2795}}","{'names': ['Cheryl L Trefethen Deanna K Check'], 'type': 'Individual', 'mailingAddress': {'id': '4626-Hollyberry-Dr,-Orlando,-FL-32812', 'formattedAddress': '4626 Hollyberry Dr, Orlando, FL 32812', 'addressLine1': '4626 Hollyberry Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4621-Ternstone-Ave,-Orlando,-FL-32812","4621 Ternstone Ave, Orlando, FL 32812",4621 Ternstone Ave,,Orlando,FL,32812,Orange,28.486862,-81.316476,Manufactured,1970.0,2.0,2.0,945.0,4800.0,16-23-30-1616-00-090,CARDINAL PARK 2/104 LOT 9,CARDINAL PARK,R-T-1,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Metal', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Metal'}","{'2022': {'year': 2022, 'value': 77945, 'land': 50000, 'improvements': 27945}, '2023': {'year': 2023, 'value': 82495, 'land': 50000, 'improvements': 32495}, '2024': {'year': 2024, 'value': 115744, 'land': 75000, 'improvements': 40744}}","{'2022': {'year': 2022, 'total': 1230}, '2023': {'year': 2023, 'total': 1333}, '2024': {'year': 2024, 'total': 1647}}","{'names': ['WILFREDO MELENDEZ'], 'mailingAddress': {'id': '4613-Kempston-Dr,-Orlando,-FL-32812', 'formattedAddress': '4613 Kempston Dr, Orlando, FL 32812', 'addressLine1': '4613 Kempston Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",False,
"5448-Hoffner-Ave,-Ste-107,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 107, Orlando, FL 32812",5448 Hoffner Ave,Ste 107,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5912-Sunderland-Dr,-Orlando,-FL-32812","5912 Sunderland Dr, Orlando, FL 32812",5912 Sunderland Dr,,Orlando,FL,32812,Orange,28.482404,-81.312784,Single Family,1962.0,3.0,1.0,897.0,6766.0,16-23-30-1637-06-040,CONWAY ACRES FIRST ADDITION Y/87 LOT 4 BLK F,CONWAY ACRES 1ST ADD,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 193779, 'land': 100000, 'improvements': 93779}, '2023': {'year': 2023, 'value': 211504, 'land': 100000, 'improvements': 111504}, '2024': {'year': 2024, 'value': 252443, 'land': 120000, 'improvements': 132443}}","{'2022': {'year': 2022, 'total': 2631}, '2023': {'year': 2023, 'total': 2874}, '2024': {'year': 2024, 'total': 3371}}","{'names': ['ZSUZSANNA CELENZA'], 'mailingAddress': {'id': '11028-Shady-Oak-St,-Orlando,-FL-32832', 'formattedAddress': '11028 Shady Oak St, Orlando, FL 32832', 'addressLine1': '11028 Shady Oak St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32832'}}",False,
"5454-Hoffner-Ave,-Ste-101,-Orlando,-FL-32812","5454 Hoffner Ave, Ste 101, Orlando, FL 32812",5454 Hoffner Ave,Ste 101,Orlando,FL,32812,Orange,28.478735,-81.31348,,,,,,,,,,,,,,,,
"5262-Lanai-Dr,-Orlando,-FL-32812","5262 Lanai Dr, Orlando, FL 32812",5262 Lanai Dr,,Orlando,FL,32812,Orange,28.478449,-81.317227,,,,,,,,,,,,,,,,
"5233-Lanai-Dr,-Orlando,-FL-32812","5233 Lanai Dr, Orlando, FL 32812",5233 Lanai Dr,,Orlando,FL,32812,Orange,28.479407,-81.317044,,,,,,,,,,,,,,,,
"5236-Kailua-Ln,-Orlando,-FL-32812","5236 Kailua Ln, Orlando, FL 32812",5236 Kailua Ln,,Orlando,FL,32812,Orange,28.479268,-81.317647,,,,,,,,,,,,,,,,
"5315-Wendalees-Ct,-Orlando,-FL-32812","5315 Wendalees Ct, Orlando, FL 32812",5315 Wendalees Ct,,Orlando,FL,32812,Orange,28.477738,-81.317969,,,,,,,,,,,,,,,,
"5334-Oahu-Ct,-Orlando,-FL-32812","5334 Oahu Ct, Orlando, FL 32812",5334 Oahu Ct,,Orlando,FL,32812,Orange,28.477144,-81.316679,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-406,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 406, Orlando, FL 32812",5448 Hoffner Ave,Ste 406,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"4825-Turnbull-Dr,-Orlando,-FL-32812","4825 Turnbull Dr, Orlando, FL 32812",4825 Turnbull Dr,,Orlando,FL,32812,Orange,28.484464,-81.311556,Single Family,1963.0,3.0,1.0,1118.0,7883.0,16-23-30-1638-02-110,CONWAY ACRES SECOND ADDITION Y/128 LOT 11 BLK B SEE 3224/819,CONWAY ACRES 2ND ADD,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 195338, 'land': 100000, 'improvements': 95338}, '2023': {'year': 2023, 'value': 213364, 'land': 100000, 'improvements': 113364}, '2024': {'year': 2024, 'value': 254549, 'land': 120000, 'improvements': 134549}}","{'2022': {'year': 2022, 'total': 2510}, '2023': {'year': 2023, 'total': 2742}, '2024': {'year': 2024, 'total': 3215}}","{'names': ['Larry G Branan', 'Susan Branan Familyly'], 'type': 'Individual', 'mailingAddress': {'id': '5501-Elizabeth-Rose-Sq,-Orlando,-FL-32810', 'formattedAddress': '5501 Elizabeth Rose Sq, Orlando, FL 32810', 'addressLine1': '5501 Elizabeth Rose Sq', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32810'}}",False,
"5268-Mauna-Loa-Ln,-Orlando,-FL-32812","5268 Mauna Loa Ln, Orlando, FL 32812",5268 Mauna Loa Ln,,Orlando,FL,32812,Orange,28.478215,-81.318596,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-204,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 204, Orlando, FL 32812",5448 Hoffner Ave,Ste 204,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-404,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 404, Orlando, FL 32812",5448 Hoffner Ave,Ste 404,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"4685-Sturbridge-Cir,-Orlando,-FL-32812","4685 Sturbridge Cir, Orlando, FL 32812",4685 Sturbridge Cir,,Orlando,FL,32812,Orange,28.484869,-81.323949,Single Family,1983.0,2.0,1.0,1006.0,10896.0,16-23-30-2520-00-440,ETHANS GLENN 10/109 LOT 44,ETHANS GLENN,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 224394, 'land': 110000, 'improvements': 114394}, '2023': {'year': 2023, 'value': 244988, 'land': 110000, 'improvements': 134988}}","{'2022': {'year': 2022, 'total': 3616}, '2023': {'year': 2023, 'total': 3953}}","{'names': ['THWEATT BETTY J TRUST'], 'mailingAddress': {'id': '4685-Sturbridge-Cir,-Orlando,-FL-32812', 'formattedAddress': '4685 Sturbridge Cir, Orlando, FL 32812', 'addressLine1': '4685 Sturbridge Cir', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5312-Maui-Ln,-Orlando,-FL-32812","5312 Maui Ln, Orlando, FL 32812",5312 Maui Ln,,Orlando,FL,32812,Orange,28.478145,-81.316713,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-106,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 106, Orlando, FL 32812",5448 Hoffner Ave,Ste 106,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5460-Hoffner-Ave,-Ste-402,-Orlando,-FL-32812","5460 Hoffner Ave, Ste 402, Orlando, FL 32812",5460 Hoffner Ave,Ste 402,Orlando,FL,32812,Orange,28.480585,-81.313432,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-202,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 202, Orlando, FL 32812",5448 Hoffner Ave,Ste 202,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-305,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 305, Orlando, FL 32812",5448 Hoffner Ave,Ste 305,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5265-Maui-Ln,-Orlando,-FL-32812","5265 Maui Ln, Orlando, FL 32812",5265 Maui Ln,,Orlando,FL,32812,Orange,28.478569,-81.316524,,,,,,,,,,,,,,,,
"5454-Hoffner-Ave,-Ste-106,-Orlando,-FL-32812","5454 Hoffner Ave, Ste 106, Orlando, FL 32812",5454 Hoffner Ave,Ste 106,Orlando,FL,32812,Orange,28.478735,-81.31348,,,,,,,,,,,,,,,,
"5246-Kempston-Dr,-Orlando,-FL-32812","5246 Kempston Dr, Orlando, FL 32812",5246 Kempston Dr,,Orlando,FL,32812,Orange,28.478504,-81.316086,Multi-Family,1975.0,3.0,2.0,1075.0,4756.0,21-23-30-7249-00-061,PRIEPS SUB 5/127 PT OF LOT 6 DESC AS BEG SE COR OF LOT 6 RUN S89-56-16W 128.18 FT N00-00-018E 37.44 FT S89-44-43E 128.30 FT S,PRIEP SUB,R-2,"{'architectureType': 'Duplex', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle'}","{'2022': {'year': 2022, 'value': 104127, 'land': 35000, 'improvements': 69127}, '2023': {'year': 2023, 'value': 121512, 'land': 40000, 'improvements': 81512}}","{'2022': {'year': 2022, 'total': 1763}, '2023': {'year': 2023, 'total': 1981}}","{'names': ['REGAL INVESTMENT HOLDINGS LLC'], 'type': 'Organization', 'mailingAddress': {'id': '365-W-Taft-Vineland-Rd,-STE-100,-Orlando,-FL-32824', 'formattedAddress': '365 W Taft Vineland Rd, STE 100, Orlando, FL 32824', 'addressLine1': '365 W Taft Vineland Rd', 'addressLine2': 'STE 100', 'city': 'Orlando', 'state': 'FL', 'zipCode': '32824'}}",False,
"5318-Kailua-Ln,-Orlando,-FL-32812","5318 Kailua Ln, Orlando, FL 32812",5318 Kailua Ln,,Orlando,FL,32812,Orange,28.477871,-81.31763,,,,,,,,,,,,,,,,
"5249-Lanai-Dr,-Orlando,-FL-32812","5249 Lanai Dr, Orlando, FL 32812",5249 Lanai Dr,,Orlando,FL,32812,Orange,28.478702,-81.317014,,,,,,,,,,,,,,,,
"5337-Maui-Ln,-Orlando,-FL-32812","5337 Maui Ln, Orlando, FL 32812",5337 Maui Ln,,Orlando,FL,32812,Orange,28.477417,-81.316496,,,,,,,,,,,,,,,,
"5245-Maui-Ln,-Orlando,-FL-32812","5245 Maui Ln, Orlando, FL 32812",5245 Maui Ln,,Orlando,FL,32812,Orange,28.479141,-81.31652,,,,,,,,,,,,,,,,
"5310-Kailua-Ln,-Orlando,-FL-32812","5310 Kailua Ln, Orlando, FL 32812",5310 Kailua Ln,,Orlando,FL,32812,Orange,28.478094,-81.317631,,,,,,,,,,,,,,,,
"5264-Mauna-Loa-Ln,-Orlando,-FL-32812","5264 Mauna Loa Ln, Orlando, FL 32812",5264 Mauna Loa Ln,,Orlando,FL,32812,Orange,28.478347,-81.318575,,,,,,,,,,,,,,,,
"5213-Lanai-Dr,-Orlando,-FL-32812","5213 Lanai Dr, Orlando, FL 32812",5213 Lanai Dr,,Orlando,FL,32812,Orange,28.479993,-81.317045,,,,,,,,,,,,,,,,
"4515-Stonehenge-Cir,-Orlando,-FL-32812","4515 Stonehenge Cir, Orlando, FL 32812",4515 Stonehenge Cir,,Orlando,FL,32812,Orange,28.488465,-81.319153,Single Family,1973.0,4.0,2.0,1627.0,16082.0,16-23-30-8182-00-290,SOUTHSHIRE 4/50 LOT 29,SOUTHSHIRE,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 127227}, '2023': {'year': 2023, 'value': 131044}, '2024': {'year': 2024, 'value': 134975}}","{'2022': {'year': 2022, 'total': 1706}, '2023': {'year': 2023, 'total': 1802}, '2024': {'year': 2024, 'total': 1928}}","{'names': ['Suzanne M Eisenmann', 'Alfonso J Guzman'], 'type': 'Individual', 'mailingAddress': {'id': '4515-Stonehenge-Cir,-Orlando,-FL-32812', 'formattedAddress': '4515 Stonehenge Cir, Orlando, FL 32812', 'addressLine1': '4515 Stonehenge Cir', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5458-Hoffner-Ave,-Ste-305,-Orlando,-FL-32812","5458 Hoffner Ave, Ste 305, Orlando, FL 32812",5458 Hoffner Ave,Ste 305,Orlando,FL,32812,Orange,28.480594,-81.313445,,,,,,,,,,,,,,,,
"5233-Maui-Ln,-Orlando,-FL-32812","5233 Maui Ln, Orlando, FL 32812",5233 Maui Ln,,Orlando,FL,32812,Orange,28.479469,-81.316521,,,,,,,,,,,,,,,,
"5345-Maui-Ln,-Orlando,-FL-32812","5345 Maui Ln, Orlando, FL 32812",5345 Maui Ln,,Orlando,FL,32812,Orange,28.47718,-81.316514,,,,,,,,,,,,,,,,
"5305-Maui-Ln,-Orlando,-FL-32812","5305 Maui Ln, Orlando, FL 32812",5305 Maui Ln,,Orlando,FL,32812,Orange,28.478344,-81.316511,,,,,,,,,,,,,,,,
"5224-Mauna-Loa-Ln,-Orlando,-FL-32812","5224 Mauna Loa Ln, Orlando, FL 32812",5224 Mauna Loa Ln,,Orlando,FL,32812,Orange,28.479626,-81.318588,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-307,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 307, Orlando, FL 32812",5448 Hoffner Ave,Ste 307,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5259-Mauna-Loa-Ln,-Orlando,-FL-32812","5259 Mauna Loa Ln, Orlando, FL 32812",5259 Mauna Loa Ln,,Orlando,FL,32812,Orange,28.47868,-81.318392,,,,,,,,,,,,,,,,
"5261-Lanai-Dr,-Orlando,-FL-32812","5261 Lanai Dr, Orlando, FL 32812",5261 Lanai Dr,,Orlando,FL,32812,Orange,28.478576,-81.317013,,,,,,,,,,,,,,,,
"5333-Mauna-Loa-Ln,-Orlando,-FL-32812","5333 Mauna Loa Ln, Orlando, FL 32812",5333 Mauna Loa Ln,,Orlando,FL,32812,Orange,28.477335,-81.318423,,,,,,,,,,,,,,,,
"5264-Wendalees-Ct,-Orlando,-FL-32812","5264 Wendalees Ct, Orlando, FL 32812",5264 Wendalees Ct,,Orlando,FL,32812,Orange,28.478439,-81.318177,,,,,,,,,,,,,,,,
"5225-Lanai-Dr,-Orlando,-FL-32812","5225 Lanai Dr, Orlando, FL 32812",5225 Lanai Dr,,Orlando,FL,32812,Orange,28.479597,-81.317038,,,,,,,,,,,,,,,,
"5253-Maui-Ln,-Orlando,-FL-32812","5253 Maui Ln, Orlando, FL 32812",5253 Maui Ln,,Orlando,FL,32812,Orange,28.478921,-81.316535,,,,,,,,,,,,,,,,
"4600-Kempston-Dr,-Orlando,-FL-32812","4600 Kempston Dr, Orlando, FL 32812",4600 Kempston Dr,,Orlando,FL,32812,Orange,28.487036,-81.314006,Single Family,1965.0,2.0,2.0,1104.0,7907.0,16-23-30-9562-02-080,CONWAY ACRES FOURTH ADDITION 1/5 LOT 8 BLK B,CONWAY ACRES 4TH ADD,R-1,"{'cooling': True, 'coolingType': 'Package', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Convection', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 198614, 'land': 100000, 'improvements': 98614}, '2023': {'year': 2023, 'value': 217083, 'land': 100000, 'improvements': 117083}, '2024': {'year': 2024, 'value': 259312, 'land': 120000, 'improvements': 139312}}","{'2022': {'year': 2022, 'total': 2589}, '2023': {'year': 2023, 'total': 2830}, '2024': {'year': 2024, 'total': 3321}}","{'names': ['ROBERT E CODDINGTON', 'VALDIVINA CODDINGTON'], 'mailingAddress': {'id': '109-Cumberland-Ct,-Gray,-TN-37615', 'formattedAddress': '109 Cumberland Ct, Gray, TN 37615', 'addressLine1': '109 Cumberland Ct', 'addressLine2': None, 'city': 'Gray', 'state': 'TN', 'zipCode': '37615'}}",False,
"5646-Abercorn-Dr,-Orlando,-FL-32812","5646 Abercorn Dr, Orlando, FL 32812",5646 Abercorn Dr,,Orlando,FL,32812,Orange,28.487498,-81.317907,,,,,,,,,,,,,,,,
"4701-Ternstone-Ave,-Orlando,-FL-32812","4701 Ternstone Ave, Orlando, FL 32812",4701 Ternstone Ave,,Orlando,FL,32812,Orange,28.4863,-81.31646,Manufactured,2019.0,4.0,2.0,1408.0,4000.0,16-23-30-1616-00-130,CARDINAL PARK 2/104 LOT 13,CARDINAL PARK,R-T-1,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle'}","{'2022': {'year': 2022, 'value': 118785}, '2023': {'year': 2023, 'value': 186044, 'land': 50000, 'improvements': 136044}, '2024': {'year': 2024, 'value': 246027, 'land': 75000, 'improvements': 171027}}","{'2022': {'year': 2022, 'total': 1504}, '2023': {'year': 2023, 'total': 3184}, '2024': {'year': 2024, 'total': 3880}}","{'names': ['Pamela A Close', 'Abigail M Close', 'Andrew J Close'], 'type': 'Individual', 'mailingAddress': {'id': '4701-Ternstone-Ave,-Orlando,-FL-32812', 'formattedAddress': '4701 Ternstone Ave, Orlando, FL 32812', 'addressLine1': '4701 Ternstone Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5333-Kailua-Ln,-Orlando,-FL-32812","5333 Kailua Ln, Orlando, FL 32812",5333 Kailua Ln,,Orlando,FL,32812,Orange,28.477329,-81.317445,,,,,,,,,,,,,,,,
"5251-Mauna-Loa-Ln,-Orlando,-FL-32812","5251 Mauna Loa Ln, Orlando, FL 32812",5251 Mauna Loa Ln,,Orlando,FL,32812,Orange,28.478917,-81.318409,,,,,,,,,,,,,,,,
"5462-Hoffner-Ave,-Ste-504,-Orlando,-FL-32812","5462 Hoffner Ave, Ste 504, Orlando, FL 32812",5462 Hoffner Ave,Ste 504,Orlando,FL,32812,Orange,28.480594,-81.313428,,,,,,,,,,,,,,,,
"5718-Abercorn-Dr,-Orlando,-FL-32812","5718 Abercorn Dr, Orlando, FL 32812",5718 Abercorn Dr,,Orlando,FL,32812,Orange,28.4872,-81.315106,Single Family,1966.0,5.0,2.0,1758.0,6487.0,16-23-30-9562-02-030,CONWAY ACRES FOURTH ADDITION 1/5 LOT 3 BLK B,CONWAY ACRES 4TH ADD,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 73144}, '2023': {'year': 2023, 'value': 75338}, '2024': {'year': 2024, 'value': 77598}}","{'2022': {'year': 2022, 'total': 836}, '2023': {'year': 2023, 'total': 882}, '2024': {'year': 2024, 'total': 954}}","{'names': ['LISSIE WILLIAMS'], 'mailingAddress': {'id': '5718-Abercorn-Dr,-Orlando,-FL-32812', 'formattedAddress': '5718 Abercorn Dr, Orlando, FL 32812', 'addressLine1': '5718 Abercorn Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5219-Kailua-Ln,-Orlando,-FL-32812","5219 Kailua Ln, Orlando, FL 32812",5219 Kailua Ln,,Orlando,FL,32812,Orange,28.479791,-81.317446,,,,,,,,,,,,,,,,
"5327-Lanai-Dr,-Orlando,-FL-32812","5327 Lanai Dr, Orlando, FL 32812",5327 Lanai Dr,,Orlando,FL,32812,Orange,28.47768,-81.317048,,,,,,,,,,,,,,,,
"5317-Kailua-Ln,-Orlando,-FL-32812","5317 Kailua Ln, Orlando, FL 32812",5317 Kailua Ln,,Orlando,FL,32812,Orange,28.477797,-81.31744,,,,,,,,,,,,,,,,
"5220-Kailua-Ln,-Orlando,-FL-32812","5220 Kailua Ln, Orlando, FL 32812",5220 Kailua Ln,,Orlando,FL,32812,Orange,28.479752,-81.317661,,,,,,,,,,,,,,,,
"4985-Hoffner-Ave,-Ste-2,-Orlando,-FL-32812","4985 Hoffner Ave, Ste 2, Orlando, FL 32812",4985 Hoffner Ave,Ste 2,Orlando,FL,32812,Orange,28.480635,-81.321634,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-408,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 408, Orlando, FL 32812",5448 Hoffner Ave,Ste 408,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-203,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 203, Orlando, FL 32812",5448 Hoffner Ave,Ste 203,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5308-Maui-Ln,-Orlando,-FL-32812","5308 Maui Ln, Orlando, FL 32812",5308 Maui Ln,,Orlando,FL,32812,Orange,28.478252,-81.316726,,,,,,,,,,,,,,,,
"5024-Simmons-Rd,-Orlando,-FL-32812","5024 Simmons Rd, Orlando, FL 32812",5024 Simmons Rd,,Orlando,FL,32812,Orange,28.486169,-81.320459,Single Family,1985.0,4.0,4.0,5142.0,51743.0,16-23-30-0000-00-097,BEG 430 FT N OF SE COR OF W 720 FT OF NE1/4 OF SW1/4 RUN N 430 FT W 90 FT N 460 FT W 15 FT S 890 FT E 105 FT TO POB (LESS N 3,ACREAGE & UNREC,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2022': {'year': 2022, 'value': 288291}, '2023': {'year': 2023, 'value': 296940}, '2024': {'year': 2024, 'value': 305848}}","{'2022': {'year': 2022, 'total': 4119}, '2023': {'year': 2023, 'total': 4268}, '2024': {'year': 2024, 'total': 4581}}","{'names': ['Michael A Hurley', 'Patricia T Pool'], 'type': 'Individual', 'mailingAddress': {'id': '5024-Simmons-Rd,-Orlando,-FL-32812', 'formattedAddress': '5024 Simmons Rd, Orlando, FL 32812', 'addressLine1': '5024 Simmons Rd', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5448-Hoffner-Ave,-Ste-206,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 206, Orlando, FL 32812",5448 Hoffner Ave,Ste 206,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5462-Hoffner-Ave,-Ste-506,-Orlando,-FL-32812","5462 Hoffner Ave, Ste 506, Orlando, FL 32812",5462 Hoffner Ave,Ste 506,Orlando,FL,32812,Orange,28.480594,-81.313428,,,,,,,,,,,,,,,,
"5227-Kailua-Ln,-Orlando,-FL-32812","5227 Kailua Ln, Orlando, FL 32812",5227 Kailua Ln,,Orlando,FL,32812,Orange,28.479571,-81.317461,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-301,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 301, Orlando, FL 32812",5448 Hoffner Ave,Ste 301,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5648-Abercorn-Dr,-Orlando,-FL-32812","5648 Abercorn Dr, Orlando, FL 32812",5648 Abercorn Dr,,Orlando,FL,32812,Orange,28.487514,-81.317853,,,,,,,,,,,,,,,,
"5321-Kailua-Ln,-Orlando,-FL-32812","5321 Kailua Ln, Orlando, FL 32812",5321 Kailua Ln,,Orlando,FL,32812,Orange,28.477676,-81.317434,,,,,,,,,,,,,,,,
"5331-Wendalees-Ct,-Orlando,-FL-32812","5331 Wendalees Ct, Orlando, FL 32812",5331 Wendalees Ct,,Orlando,FL,32812,Orange,28.477182,-81.317958,,,,,,,,,,,,,,,,
"5448-Hoffner-Ave,-Ste-201,-Orlando,-FL-32812","5448 Hoffner Ave, Ste 201, Orlando, FL 32812",5448 Hoffner Ave,Ste 201,Orlando,FL,32812,Orange,28.478727,-81.313985,,,,,,,,,,,,,,,,
"5460-Hoffner-Ave,-Ste-406,-Orlando,-FL-32812","5460 Hoffner Ave, Ste 406, Orlando, FL 32812",5460 Hoffner Ave,Ste 406,Orlando,FL,32812,Orange,28.480585,-81.313432,,,,,,,,,,,,,,,,
