id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,yearBuilt,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"500-S-Park-Ave,-Fl-2,-Winter-Park,-FL-32789","500 S Park Ave, Fl 2, Winter Park, FL 32789",500 S Park Ave,Fl 2,Winter Park,FL,32789,Orange,28.594071,-81.35056,,,,,,,,,,,,,,,,
"785-Maryland-Ave,-Winter-Park,-FL-32789","785 Maryland Ave, Winter Park, FL 32789",785 Maryland Ave,,Winter Park,FL,32789,Orange,28.591128,-81.354853,Single Family,2.0,2.0,1986.0,1666.0,2923.0,07-22-30-8760-00-310,TROTTERS REPLAT J/58 THE N1/2 OF LOT 31,TROTTER REP,R-2,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle'}","{'2022': {'year': 2022, 'value': 364291, 'land': 135000, 'improvements': 229291}, '2023': {'year': 2023, 'value': 426933, 'land': 155000, 'improvements': 271933}}","{'2022': {'year': 2022, 'total': 5635}, '2023': {'year': 2023, 'total': 6439}}","{'names': ['HOLT PROPERTIES LLC'], 'type': 'Organization', 'mailingAddress': {'id': '1000-Holt-Ave,---2717,-Winter-Park,-FL-32789', 'formattedAddress': '1000 Holt Ave, # 2717, Winter Park, FL 32789', 'addressLine1': '1000 Holt Ave', 'addressLine2': '# 2717', 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",False,
"720-Orange-Ave,-Winter-Park,-FL-32789","720 Orange Ave, Winter Park, FL 32789",720 Orange Ave,,Winter Park,FL,32789,Orange,28.591835,-81.35785,,,,,,,,,,,,,,,,
"855-1-2-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","855 1/2 S Pennsylvania Ave, Winter Park, FL 32789",855 1/2 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.590269,-81.357046,,,,,,,,,,,,,,,,
"320-Holt-Ave-Apt-A,-Winter-Park,-FL-32789","320 Holt Ave Apt A, Winter Park, FL 32789",320 Holt Ave Apt A,,Winter Park,FL,32789,Orange,28.591968,-81.353033,,,,,,,,,,,,,,,,
"211-Holt-Ave,-Apt-7,-Winter-Park,-FL-32789","211 Holt Ave, Apt 7, Winter Park, FL 32789",211 Holt Ave,Apt 7,Winter Park,FL,32789,Orange,28.592531,-81.352082,,,,,,,,,,,,,,,,
"771-Antonette-Ave,-Winter-Park,-FL-32789","771 Antonette Ave, Winter Park, FL 32789",771 Antonette Ave,,Winter Park,FL,32789,Orange,28.591391,-81.353033,,,,,,,,,,,,,,,,
"784-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","784 S Pennsylvania Ave, Winter Park, FL 32789",784 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.590857,-81.356429,Single Family,,2.5,1988.0,,,07-22-30-6817-00-030,,,,{'unitCount': 1},,,,,
"775-Mcintyre-Ave,-Winter-Park,-FL-32789","775 Mcintyre Ave, Winter Park, FL 32789",775 Mcintyre Ave,,Winter Park,FL,32789,Orange,28.590945,-81.355909,Single Family,3.0,3.0,1987.0,2052.0,,05-22-30-5556-00-090,,,,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Forced Air'}",,,,,
"477-Huntington-Ave,-Winter-Park,-FL-32789","477 Huntington Ave, Winter Park, FL 32789",477 Huntington Ave,,Winter Park,FL,32789,Orange,28.590486,-81.355155,,,,,,,,,,,,,,,,
"211-Holt-Ave,-Apt-3,-Winter-Park,-FL-32789","211 Holt Ave, Apt 3, Winter Park, FL 32789",211 Holt Ave,Apt 3,Winter Park,FL,32789,Orange,28.592531,-81.352082,,,,,,,,,,,,,,,,
"129-W-Fairbanks-Ave,-Winter-Park,-FL-32789","129 W Fairbanks Ave, Winter Park, FL 32789",129 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593309,-81.351357,,,,,,,,,,,,,,,,
"637-Huntington-Ave,-Winter-Park,-FL-32789","637 Huntington Ave, Winter Park, FL 32789",637 Huntington Ave,,Winter Park,FL,32789,Orange,28.591162,-81.357557,Single Family,,2.0,1981.0,,,07-22-30-3790-01-030,,,,{'unitCount': 6},,,,,
"515-S-Park-Ave,-Winter-Park,-FL-32789","515 S Park Ave, Winter Park, FL 32789",515 S Park Ave,,Winter Park,FL,32789,Orange,28.59393,-81.350683,,,,,,,,,,,,,,,,
"849-Antonette-Ave,-Winter-Park,-FL-32789","849 Antonette Ave, Winter Park, FL 32789",849 Antonette Ave,,Winter Park,FL,32789,Orange,28.590548,-81.352722,,,,,,,,,,,,,,,,
"575-Huntington-Ave,-Winter-Park,-FL-32789","575 Huntington Ave, Winter Park, FL 32789",575 Huntington Ave,,Winter Park,FL,32789,Orange,28.590945,-81.355909,Single Family,3.0,3.0,1987.0,2015.0,,05-22-30-5556-00-020,,,,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Forced Air'}",,,,,
"759-Antonette-Ave,-Winter-Park,-FL-32789","759 Antonette Ave, Winter Park, FL 32789",759 Antonette Ave,,Winter Park,FL,32789,Orange,28.591361,-81.353473,,,,,,,,,,,,,,,,
"483-Holt-Ave-Apt-A,-Winter-Park,-FL-32789","483 Holt Ave Apt A, Winter Park, FL 32789",483 Holt Ave Apt A,,Winter Park,FL,32789,Orange,28.592501,-81.35541,,,,,,,,,,,,,,,,
"785-Mcintyre-Ave,-Winter-Park,-FL-32789","785 Mcintyre Ave, Winter Park, FL 32789",785 Mcintyre Ave,,Winter Park,FL,32789,Orange,28.590945,-81.355909,Single Family,3.0,3.0,,2015.0,,,,,,,,,,,
"815-Mcintyre-Ave,-Winter-Park,-FL-32789","815 Mcintyre Ave, Winter Park, FL 32789",815 Mcintyre Ave,,Winter Park,FL,32789,Orange,28.590945,-81.355909,Single Family,3.0,3.0,1987.0,1951.0,,05-22-30-5556-00-050,,,,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Forced Air'}",,,,,
"741-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","741 S Pennsylvania Ave, Winter Park, FL 32789",741 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.591456,-81.356941,,,,,,,,,,,,,,,,
"222-S-Pennsylvania-Ave,-Ste-200,-Winter-Park,-FL-32789","222 S Pennsylvania Ave, Ste 200, Winter Park, FL 32789",222 S Pennsylvania Ave,Ste 200,Winter Park,FL,32789,Orange,28.596268,-81.356706,,,,,,,,,,,,,,,,
"171-W-Fairbanks-Ave-Ste-A,-Winter-Park,-FL-32789","171 W Fairbanks Ave Ste A, Winter Park, FL 32789",171 W Fairbanks Ave Ste A,,Winter Park,FL,32789,Orange,28.593494,-81.351959,,,,,,,,,,,,,,,,
"787-Maryland-Ave,-Winter-Park,-FL-32789","787 Maryland Ave, Winter Park, FL 32789",787 Maryland Ave,,Winter Park,FL,32789,Orange,28.591063,-81.354852,Single Family,2.0,2.0,1986.0,1836.0,2923.0,07-22-30-8760-00-311,TROTTERS REPLAT J/58 THE S1/2 OF LOT 31,TROTTER REP,R-2,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle'}","{'2022': {'year': 2022, 'value': 377035, 'land': 135000, 'improvements': 242035}, '2023': {'year': 2023, 'value': 442071, 'land': 155000, 'improvements': 287071}}","{'2022': {'year': 2022, 'total': 5832}, '2023': {'year': 2023, 'total': 6662}}","{'names': ['HOLT PROPERTIES LLC'], 'type': 'Organization', 'mailingAddress': {'id': '1000-Holt-Ave,---2717,-Winter-Park,-FL-32789', 'formattedAddress': '1000 Holt Ave, # 2717, Winter Park, FL 32789', 'addressLine1': '1000 Holt Ave', 'addressLine2': '# 2717', 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",False,
"747-Antonette-Ave,-Winter-Park,-FL-32789","747 Antonette Ave, Winter Park, FL 32789",747 Antonette Ave,,Winter Park,FL,32789,Orange,28.591498,-81.353598,,,,,,,,,,,,,,,,
"361-Holt-Ave,-Winter-Park,-FL-32789","361 Holt Ave, Winter Park, FL 32789",361 Holt Ave,,Winter Park,FL,32789,Orange,28.592449,-81.353644,,,,,,,,,,,,,,,,
"234-W-Lyman-Ave,-Winter-Park,-FL-32789","234 W Lyman Ave, Winter Park, FL 32789",234 W Lyman Ave,,Winter Park,FL,32789,Orange,28.594664,-81.353379,,,,,,,,,,,,,,,,
"217-Hannibal-Sq,-Winter-Park,-FL-32789","217 Hannibal Sq, Winter Park, FL 32789",217 Hannibal Sq,,Winter Park,FL,32789,Orange,28.596414,-81.356429,Single Family,1.0,1.0,1930.0,1070.0,3750.0,052230940042041,,,,"{'cooling': True, 'coolingType': 'Wall', 'exteriorType': 'Shingle', 'floorCount': 1, 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",,,,,
"400-W-New-England-Ave,-Ste-3,-Winter-Park,-FL-32789","400 W New England Ave, Ste 3, Winter Park, FL 32789",400 W New England Ave,Ste 3,Winter Park,FL,32789,Orange,28.595596,-81.354947,,,,,,,,,,,,,,,,
"630-W-Lyman-Ave,-Winter-Park,-FL-32789","630 W Lyman Ave, Winter Park, FL 32789",630 W Lyman Ave,,Winter Park,FL,32789,Orange,28.59473,-81.357432,,,,,,,,,,,,,,,,
"513-S-Park-Ave,-Winter-Park,-FL-32789","513 S Park Ave, Winter Park, FL 32789",513 S Park Ave,,Winter Park,FL,32789,Orange,28.593968,-81.350775,,,,,,,,,,,,,,,,
"400-W-New-England-Ave,-Apt-6,-Winter-Park,-FL-32789","400 W New England Ave, Apt 6, Winter Park, FL 32789",400 W New England Ave,Apt 6,Winter Park,FL,32789,Orange,28.595596,-81.354947,,,,,,,,,,,,,,,,
"400-S-Park-Ave,-Ste-320,-Winter-Park,-FL-32789","400 S Park Ave, Ste 320, Winter Park, FL 32789",400 S Park Ave,Ste 320,Winter Park,FL,32789,Orange,28.594566,-81.350581,,,,,,,,,,,,,,,,
"222-W-Comstock-Ave,-Ste-220,-Winter-Park,-FL-32789","222 W Comstock Ave, Ste 220, Winter Park, FL 32789",222 W Comstock Ave,Ste 220,Winter Park,FL,32789,Orange,28.594356,-81.35196,,,,,,,,,,,,,,,,
"430-W-New-England-Ave,-Apt-5,-Winter-Park,-FL-32789","430 W New England Ave, Apt 5, Winter Park, FL 32789",430 W New England Ave,Apt 5,Winter Park,FL,32789,Orange,28.59577,-81.355236,Condo,,,,,,,,,,,,,,,
"222-W-Comstock-Ave,-Ste-22,-Winter-Park,-FL-32789","222 W Comstock Ave, Ste 22, Winter Park, FL 32789",222 W Comstock Ave,Ste 22,Winter Park,FL,32789,Orange,28.594356,-81.35196,,,,,,,,,,,,,,,,
"550-W-Morse-Blvd,-Winter-Park,-FL-32789","550 W Morse Blvd, Winter Park, FL 32789",550 W Morse Blvd,,Winter Park,FL,32789,Orange,28.597562,-81.356357,,,,,,,,,,,,,,,,
"835-1-2-Antonette-Ave,-Winter-Park,-FL-32789","835 1/2 Antonette Ave, Winter Park, FL 32789",835 1/2 Antonette Ave,,Winter Park,FL,32789,Orange,28.590645,-81.352979,,,,,,,,,,,,,,,,
"433-W-New-England-Ave-Ste-A,-Winter-Park,-FL-32789","433 W New England Ave Ste A, Winter Park, FL 32789",433 W New England Ave Ste A,,Winter Park,FL,32789,Orange,28.595967,-81.35565,,,,,,,,,,,,,,,,
"544-W-Fairbanks-Ave-Ste-B,-Winter-Park,-FL-32789","544 W Fairbanks Ave Ste B, Winter Park, FL 32789",544 W Fairbanks Ave Ste B,,Winter Park,FL,32789,Orange,28.592925,-81.356277,,,,,,,,,,,,,,,,
"641-W-Fairbanks-Ave,-Ste-216,-Winter-Park,-FL-32789","641 W Fairbanks Ave, Ste 216, Winter Park, FL 32789",641 W Fairbanks Ave,Ste 216,Winter Park,FL,32789,Orange,28.593239,-81.357583,,,,,,,,,,,,,,,,
"433-W-New-England-Ave,-Apt-202,-Winter-Park,-FL-32789","433 W New England Ave, Apt 202, Winter Park, FL 32789",433 W New England Ave,Apt 202,Winter Park,FL,32789,Orange,28.595967,-81.35565,,,,,,,,,,,,,,,,
"641-W-Fairbanks-Ave,-Ste-106,-Winter-Park,-FL-32789","641 W Fairbanks Ave, Ste 106, Winter Park, FL 32789",641 W Fairbanks Ave,Ste 106,Winter Park,FL,32789,Orange,28.593239,-81.357583,,,,,,,,,,,,,,,,
"400-W-New-England-Ave,-Ste-7,-Winter-Park,-FL-32789","400 W New England Ave, Ste 7, Winter Park, FL 32789",400 W New England Ave,Ste 7,Winter Park,FL,32789,Orange,28.595596,-81.354947,,,,,,,,,,,,,,,,
"430-W-New-England-Ave-Ste-A,-Winter-Park,-FL-32789","430 W New England Ave Ste A, Winter Park, FL 32789",430 W New England Ave Ste A,,Winter Park,FL,32789,Orange,28.59577,-81.355236,,,,,,,,,,,,,,,,
"222-W-Comstock-Ave,-Ste-202,-Winter-Park,-FL-32789","222 W Comstock Ave, Ste 202, Winter Park, FL 32789",222 W Comstock Ave,Ste 202,Winter Park,FL,32789,Orange,28.594356,-81.35196,,,,,,,,,,,,,,,,
"631-W-Fairbanks-Ave-Ste-A,-Winter-Park,-FL-32789","631 W Fairbanks Ave Ste A, Winter Park, FL 32789",631 W Fairbanks Ave Ste A,,Winter Park,FL,32789,Orange,28.593396,-81.357327,,,,,,,,,,,,,,,,
"400-S-Park-Ave,-Ste-130,-Winter-Park,-FL-32789","400 S Park Ave, Ste 130, Winter Park, FL 32789",400 S Park Ave,Ste 130,Winter Park,FL,32789,Orange,28.594566,-81.350581,,,,,,,,,,,,,,,,
"558-W-New-England-Ave,-Apt-304,-Winter-Park,-FL-32789","558 W New England Ave, Apt 304, Winter Park, FL 32789",558 W New England Ave,Apt 304,Winter Park,FL,32789,Orange,28.595763,-81.356705,,,,,,,,,,,,,,,,
"641-W-Fairbanks-Ave,-Ste-222,-Winter-Park,-FL-32789","641 W Fairbanks Ave, Ste 222, Winter Park, FL 32789",641 W Fairbanks Ave,Ste 222,Winter Park,FL,32789,Orange,28.593239,-81.357583,,,,,,,,,,,,,,,,
"350-W-Fairbanks-Ave,-Winter-Park,-FL-32789","350 W Fairbanks Ave, Winter Park, FL 32789",350 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593057,-81.353506,,,,,,,,,,,,,,,,
"651-Huntington-Ave,-Winter-Park,-FL-32789","651 Huntington Ave, Winter Park, FL 32789",651 Huntington Ave,,Winter Park,FL,32789,Orange,28.591162,-81.357557,Single Family,,2.0,1981.0,,,07-22-30-3790-02-100,,,,{'unitCount': 2},,,,,
"640-W-Lyman-Ave,-Winter-Park,-FL-32789","640 W Lyman Ave, Winter Park, FL 32789",640 W Lyman Ave,,Winter Park,FL,32789,Orange,28.594696,-81.357456,,,,,,,,,,,,,,,,
"433-W-New-England-Ave,-Apt-302,-Winter-Park,-FL-32789","433 W New England Ave, Apt 302, Winter Park, FL 32789",433 W New England Ave,Apt 302,Winter Park,FL,32789,Orange,28.595967,-81.35565,,,,,,,,,,,,,,,,
"647-Huntington-Ave,-Winter-Park,-FL-32789","647 Huntington Ave, Winter Park, FL 32789",647 Huntington Ave,,Winter Park,FL,32789,Orange,28.591162,-81.357557,Single Family,,2.0,1981.0,,,07-22-30-3790-02-080,,,,{'unitCount': 6},,,,,
"211-Holt-Ave,-Apt-5,-Winter-Park,-FL-32789","211 Holt Ave, Apt 5, Winter Park, FL 32789",211 Holt Ave,Apt 5,Winter Park,FL,32789,Orange,28.592531,-81.352082,,,,,,,,,,,,,,,,
"935-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","935 S Pennsylvania Ave, Winter Park, FL 32789",935 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.58988,-81.357095,,,,,,,,,,,,,,,,
"400-S-Park-Ave,-Ste-230,-Winter-Park,-FL-32789","400 S Park Ave, Ste 230, Winter Park, FL 32789",400 S Park Ave,Ste 230,Winter Park,FL,32789,Orange,28.594566,-81.350581,,,,,,,,,,,,,,,,
"400-W-Fairbanks-Ave,-Ste-400,-Winter-Park,-FL-32789","400 W Fairbanks Ave, Ste 400, Winter Park, FL 32789",400 W Fairbanks Ave,Ste 400,Winter Park,FL,32789,Orange,28.592834,-81.354255,,,,,,,,,,,,,,,,
"222-W-Comstock-Ave,-Ste-112,-Winter-Park,-FL-32789","222 W Comstock Ave, Ste 112, Winter Park, FL 32789",222 W Comstock Ave,Ste 112,Winter Park,FL,32789,Orange,28.594356,-81.35196,,,,,,,,,,,,,,,,
"533-W-New-England-Ave-Ste-C,-Winter-Park,-FL-32789","533 W New England Ave Ste C, Winter Park, FL 32789",533 W New England Ave Ste C,,Winter Park,FL,32789,Orange,28.595999,-81.356479,,,,,,,,,,,,,,,,
"499-W-Fairbanks-Ave-Ste-B,-Winter-Park,-FL-32789","499 W Fairbanks Ave Ste B, Winter Park, FL 32789",499 W Fairbanks Ave Ste B,,Winter Park,FL,32789,Orange,28.593455,-81.355256,,,,,,,,,,,,,,,,
"345-S-Virginia-Ave,-Winter-Park,-FL-32789","345 S Virginia Ave, Winter Park, FL 32789",345 S Virginia Ave,,Winter Park,FL,32789,Orange,28.595174,-81.354841,,,,,,,,,,,,,,,,
"656-W-Morse-Blvd,-Winter-Park,-FL-32789","656 W Morse Blvd, Winter Park, FL 32789",656 W Morse Blvd,,Winter Park,FL,32789,Orange,28.597529,-81.357591,Land,,,,,2195.0,06-22-30-5773-00-020,MORSE AND PENNSYLVANIA TOWNHOMES 97/111 LOT 2,MORSE AND PENNSYLVANIA TOWNHOMES,C-2,,"{'2022': {'year': 2022, 'value': 500000, 'land': 500000}}","{'2022': {'year': 2022, 'total': 7726}}","{'names': ['Ziad Khoury', 'Lara Khoury'], 'type': 'Individual', 'mailingAddress': {'id': '520-Manor-Rd,-Maitland,-FL-32751', 'formattedAddress': '520 Manor Rd, Maitland, FL 32751', 'addressLine1': '520 Manor Rd', 'addressLine2': None, 'city': 'Maitland', 'state': 'FL', 'zipCode': '32751'}}",False,
"400-W-New-England-Ave,-Ste-2,-Winter-Park,-FL-32789","400 W New England Ave, Ste 2, Winter Park, FL 32789",400 W New England Ave,Ste 2,Winter Park,FL,32789,Orange,28.595596,-81.354947,,,,,,,,,,,,,,,,
"430-W-New-England-Ave,-Apt-9,-Winter-Park,-FL-32789","430 W New England Ave, Apt 9, Winter Park, FL 32789",430 W New England Ave,Apt 9,Winter Park,FL,32789,Orange,28.59577,-81.355236,,,,,,,,,,,,,,,,
"143-W-Fairbanks-Ave,-Winter-Park,-FL-32789","143 W Fairbanks Ave, Winter Park, FL 32789",143 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593318,-81.351569,,,,,,,,,,,,,,,,
"337-S-Park-Ave,-Winter-Park,-FL-32789","337 S Park Ave, Winter Park, FL 32789",337 S Park Ave,,Winter Park,FL,32789,Orange,28.595163,-81.351208,,,,,,,,,,,,,,,,
"362-S-Pennsylvania-Ave,-Apt-202,-Winter-Park,-FL-32789","362 S Pennsylvania Ave, Apt 202, Winter Park, FL 32789",362 S Pennsylvania Ave,Apt 202,Winter Park,FL,32789,Orange,28.595156,-81.356528,,,,,,,,,,,,,,,,
"315-Holt-Ave,-Apt-4,-Winter-Park,-FL-32789","315 Holt Ave, Apt 4, Winter Park, FL 32789",315 Holt Ave,Apt 4,Winter Park,FL,32789,Orange,28.592467,-81.353163,,,,,,,,,,,,,,,,
"782-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","782 S Pennsylvania Ave, Winter Park, FL 32789",782 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.590857,-81.356429,Single Family,,2.5,1988.0,,,07-22-30-6817-00-010,,,,{'unitCount': 2},,,,,
"180-W-Lyman-Ave,-Winter-Park,-FL-32789","180 W Lyman Ave, Winter Park, FL 32789",180 W Lyman Ave,,Winter Park,FL,32789,Orange,28.594846,-81.352283,,,,,,,,,,,,,,,,
"222-W-Comstock-Ave,-Ste-114,-Winter-Park,-FL-32789","222 W Comstock Ave, Ste 114, Winter Park, FL 32789",222 W Comstock Ave,Ste 114,Winter Park,FL,32789,Orange,28.594356,-81.35196,,,,,,,,,,,,,,,,
"362-S-Pennsylvania-Ave,-Apt-201,-Winter-Park,-FL-32789","362 S Pennsylvania Ave, Apt 201, Winter Park, FL 32789",362 S Pennsylvania Ave,Apt 201,Winter Park,FL,32789,Orange,28.595156,-81.356528,,,,,,,,,,,,,,,,
"352-Hannibal-Sq,-Winter-Park,-FL-32789","352 Hannibal Sq, Winter Park, FL 32789",352 Hannibal Sq,,Winter Park,FL,32789,Orange,28.595102,-81.356243,,,,,,,,,,,,,,,,
"268-W-New-England-Ave,-Winter-Park,-FL-32789","268 W New England Ave, Winter Park, FL 32789",268 W New England Ave,,Winter Park,FL,32789,Orange,28.595733,-81.353643,,,,,,,,,,,,,,,,
"174-W-Comstock-Ave,-Ste-107,-Winter-Park,-FL-32789","174 W Comstock Ave, Ste 107, Winter Park, FL 32789",174 W Comstock Ave,Ste 107,Winter Park,FL,32789,Orange,28.594065,-81.351882,,,,,,,,,,,,,,,,
"211-Holt-Ave,-Apt-2,-Winter-Park,-FL-32789","211 Holt Ave, Apt 2, Winter Park, FL 32789",211 Holt Ave,Apt 2,Winter Park,FL,32789,Orange,28.592531,-81.352082,Apartment,1.0,1.0,1952.0,3489.0,10269.0,052230940088160,(NOTE APARTMENT PORTION OF FOLLOWING DESC:) TOWN OF WINTER PARK A/67 & B/86 & MISC BOOK 3/220 LOT 16 & E 1/2 OF LOT 15 &S1/2 OF VAC ALLEY N OF SAID LOTS PER ORD # 1685 BLK 88 SEE 5451/4279,WINTER PARK,R-3,"{'cooling': True, 'exteriorType': 'Brick', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air'}",,,{'names': ['']},False,
"444-W-New-England-Ave,-Ste-202,-Winter-Park,-FL-32789","444 W New England Ave, Ste 202, Winter Park, FL 32789",444 W New England Ave,Ste 202,Winter Park,FL,32789,Orange,28.595971,-81.355025,,,,,,,,,,,,,,,,
"704-W-Fairbanks-Ave,-Winter-Park,-FL-32789","704 W Fairbanks Ave, Winter Park, FL 32789",704 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.592966,-81.358225,,,,,,,,,,,,,,,,
"641-W-Fairbanks-Ave,-Ste-219,-Winter-Park,-FL-32789","641 W Fairbanks Ave, Ste 219, Winter Park, FL 32789",641 W Fairbanks Ave,Ste 219,Winter Park,FL,32789,Orange,28.593239,-81.357583,,,,,,,,,,,,,,,,
"444-W-New-England-Ave,-Ste-304,-Winter-Park,-FL-32789","444 W New England Ave, Ste 304, Winter Park, FL 32789",444 W New England Ave,Ste 304,Winter Park,FL,32789,Orange,28.595971,-81.355025,,,,,,,,,,,,,,,,
"127-W-Fairbanks-Ave,-Winter-Park,-FL-32789","127 W Fairbanks Ave, Winter Park, FL 32789",127 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593509,-81.35121,,,,,,,,,,,,,,,,
"151-S-New-York-Ave,-Winter-Park,-FL-32789","151 S New York Ave, Winter Park, FL 32789",151 S New York Ave,,Winter Park,FL,32789,Orange,28.597009,-81.353211,,,,,,,,,,,,,,,,
"859-Orange-Ave,-Winter-Park,-FL-32789","859 Orange Ave, Winter Park, FL 32789",859 Orange Ave,,Winter Park,FL,32789,Orange,28.590991,-81.359013,,,,,,,,,,,,,,,,
"461-Huntington-Ave,-Winter-Park,-FL-32789","461 Huntington Ave, Winter Park, FL 32789",461 Huntington Ave,,Winter Park,FL,32789,Orange,28.590666,-81.354843,Single Family,2.0,1.0,1941.0,936.0,,072230876000172,TROTTERS REPLAT J/58 THE S 50 FT OF N 100 FT OF LOTS 17 & 18,TROTTERS REP,R-2,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",,,{'names': ['']},False,
"838-Orange-Ave,-Winter-Park,-FL-32789","838 Orange Ave, Winter Park, FL 32789",838 Orange Ave,,Winter Park,FL,32789,Orange,28.590842,-81.358907,,,,,,,,,,,,,,,,
"501-S-Park-Ave,-Winter-Park,-FL-32789","501 S Park Ave, Winter Park, FL 32789",501 S Park Ave,,Winter Park,FL,32789,Orange,28.594064,-81.35078,,,,,,,,,,,,,,,,
"427-S-New-York-Ave,-Ste-103,-Winter-Park,-FL-32789","427 S New York Ave, Ste 103, Winter Park, FL 32789",427 S New York Ave,Ste 103,Winter Park,FL,32789,Orange,28.594395,-81.352827,,,,,,,,,,,,,,,,
"671-W-Fairbanks-Ave,-Winter-Park,-FL-32789","671 W Fairbanks Ave, Winter Park, FL 32789",671 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593312,-81.358091,,,,,,,,,,,,,,,,
"425-W-New-England-Ave,-Ste-320,-Winter-Park,-FL-32789","425 W New England Ave, Ste 320, Winter Park, FL 32789",425 W New England Ave,Ste 320,Winter Park,FL,32789,Orange,28.596141,-81.355215,,,,,,,,,,,,,,,,
"809-Orange-Ave,-Winter-Park,-FL-32789","809 Orange Ave, Winter Park, FL 32789",809 Orange Ave,,Winter Park,FL,32789,Orange,28.591236,-81.358728,,,,,,,,,,,,,,,,
"111-W-New-England-Ave,-Winter-Park,-FL-32789","111 W New England Ave, Winter Park, FL 32789",111 W New England Ave,,Winter Park,FL,32789,Orange,28.596085,-81.351616,,,,,,,,,,,,,,,,
"200-W-Welbourne-Ave,-Ste-8,-Winter-Park,-FL-32789","200 W Welbourne Ave, Ste 8, Winter Park, FL 32789",200 W Welbourne Ave,Ste 8,Winter Park,FL,32789,Orange,28.596641,-81.352485,,,,,,,,,,,,,,,,
"174-W-Comstock-Ave,-Ste-104,-Winter-Park,-FL-32789","174 W Comstock Ave, Ste 104, Winter Park, FL 32789",174 W Comstock Ave,Ste 104,Winter Park,FL,32789,Orange,28.594065,-81.351882,,,,,,,,,,,,,,,,
"273-W-New-England-Ave,-Apt-7,-Winter-Park,-FL-32789","273 W New England Ave, Apt 7, Winter Park, FL 32789",273 W New England Ave,Apt 7,Winter Park,FL,32789,Orange,28.596298,-81.353441,,,,,,,,,,,,,,,,
"315-Holt-Ave,-Apt-3,-Winter-Park,-FL-32789","315 Holt Ave, Apt 3, Winter Park, FL 32789",315 Holt Ave,Apt 3,Winter Park,FL,32789,Orange,28.592467,-81.353163,,,,,,,,,,,,,,,,
"362-S-Pennsylvania-Ave,-Ste-104,-Winter-Park,-FL-32789","362 S Pennsylvania Ave, Ste 104, Winter Park, FL 32789",362 S Pennsylvania Ave,Ste 104,Winter Park,FL,32789,Orange,28.595156,-81.356528,,,,,,,,,,,,,,,,
"243-W-Park-Ave,-Ste-101,-Winter-Park,-FL-32789","243 W Park Ave, Ste 101, Winter Park, FL 32789",243 W Park Ave,Ste 101,Winter Park,FL,32789,Orange,28.596031,-81.352314,,,,,,,,,,,,,,,,
"823-Orange-Ave,-Winter-Park,-FL-32789","823 Orange Ave, Winter Park, FL 32789",823 Orange Ave,,Winter Park,FL,32789,Orange,28.591133,-81.358847,,,,,,,,,,,,,,,,
"433-W-New-England-Ave,-Apt-304,-Winter-Park,-FL-32789","433 W New England Ave, Apt 304, Winter Park, FL 32789",433 W New England Ave,Apt 304,Winter Park,FL,32789,Orange,28.595967,-81.35565,,,,,,,,,,,,,,,,
